survey_id,personal_id,region_id,proficiency_in_literacy,proficiency_in_numeracy,employment_status,below_poverty_line,average_time_spent_on_unpaid_domestic_work,survey_year
63,63,SSD001,False,True,employed,False,11,2019
64,64,SSD001,True,True,employed,True,11,2019
65,65,SSD001,False,True,employed,True,30,2019
66,66,SSD001,True,True,employed,True,34,2019
67,67,SSD001,True,True,employed,True,8,2019
68,68,SSD001,True,True,employed,True,35,2019
69,69,SSD001,True,True,unemployed,False,9,2019
70,70,SSD001,True,True,unemployed,True,8,2019
71,71,SSD001,False,True,employed,True,39,2019
72,72,SSD001,True,False,employed,True,39,2019
73,73,SSD001,False,True,unemployed,True,38,2019
74,74,SSD001,False,True,employed,True,38,2019
75,75,SSD001,False,True,employed,True,11,2019
76,76,SSD001,True,False,employed,True,10,2019
77,77,SSD001,True,True,below_minimum_legal_work_age,True,12,2019
78,78,SSD001,True,False,employed,True,12,2019
79,79,SSD001,True,True,employed,True,39,2019
80,80,SSD001,False,True,employed,False,40,2019
81,81,SSD001,True,True,employed,True,8,2019
82,82,SSD001,False,False,unemployed,False,37,2019
83,83,SSD001,True,True,unemployed,True,32,2019
84,84,SSD001,True,True,employed,False,12,2019
85,85,SSD001,True,False,unemployed,True,10,2019
86,86,SSD001,True,False,employed,False,10,2019
87,87,SSD001,True,False,employed,True,31,2019
88,88,SSD001,False,False,employed,True,38,2019
89,89,SSD001,True,False,unemployed,True,35,2019
90,90,SSD001,True,False,employed,False,33,2019
91,91,SSD001,True,True,unemployed,False,35,2019
92,92,SSD001,False,True,unemployed,False,39,2019
93,93,SSD001,False,True,employed,True,40,2019
94,94,SSD001,False,False,employed,True,12,2019
95,95,SSD001,False,False,employed,True,12,2019
96,96,SSD001,False,False,unemployed,False,13,2019
97,97,SSD001,True,False,unemployed,True,38,2019
98,98,SSD001,True,True,employed,False,33,2019
99,99,SSD001,True,True,employed,True,8,2019
100,100,SSD001,False,True,employed,True,32,2019
101,101,SSD001,True,True,unemployed,False,39,2019
102,102,SSD001,True,True,employed,False,9,2019
103,103,SSD001,False,True,unemployed,False,31,2019
104,104,SSD001,True,False,employed,True,33,2019
105,105,SSD001,False,True,employed,True,31,2019
106,106,SSD001,True,False,employed,False,40,2019
107,107,SSD001,True,True,employed,True,36,2019
108,108,SSD001,True,False,employed,True,37,2019
109,109,SSD001,True,True,employed,False,9,2019
110,110,SSD001,True,False,employed,False,32,2019
111,111,SSD001,True,False,employed,True,9,2019
112,112,SSD001,False,True,employed,True,31,2019
113,113,SSD001,True,True,unemployed,False,40,2019
114,114,SSD001,False,False,employed,True,33,2019
115,115,SSD001,True,True,employed,True,9,2019
116,116,SSD001,False,False,employed,True,38,2019
117,117,SSD001,False,True,unemployed,False,10,2019
118,118,SSD001,True,False,employed,False,39,2019
119,119,SSD001,True,True,employed,False,9,2019
120,120,SSD001,True,True,employed,True,12,2019
121,121,SSD001,True,False,employed,False,40,2019
122,122,SSD001,True,False,employed,True,40,2019
123,123,SSD001,True,True,unemployed,False,32,2019
124,124,SSD001,False,False,employed,True,31,2019
125,125,SSD001,False,False,employed,False,36,2019
126,126,SSD001,True,True,employed,False,8,2019
127,127,SSD001,False,True,employed,True,10,2019
128,128,SSD001,False,False,unemployed,True,10,2019
129,129,SSD001,False,True,employed,False,39,2019
130,130,SSD001,True,True,employed,False,9,2019
131,131,SSD001,True,False,employed,True,9,2019
132,132,SSD001,True,False,unemployed,False,13,2019
133,133,SSD001,True,True,employed,False,34,2019
134,134,SSD001,False,True,employed,False,32,2019
135,135,SSD001,True,True,employed,True,8,2019
136,136,SSD001,True,False,unemployed,True,36,2019
137,137,SSD001,False,False,employed,True,12,2019
138,138,SSD001,True,False,employed,False,34,2019
139,139,SSD001,True,False,unemployed,False,31,2019
140,140,SSD001,True,False,employed,False,11,2019
141,141,SSD001,True,True,employed,False,35,2019
142,142,SSD001,True,True,unemployed,True,9,2019
143,143,SSD001,True,True,employed,False,13,2019
144,144,SSD001,False,True,employed,True,12,2019
145,145,SSD001,False,True,employed,True,38,2019
146,146,SSD001,False,False,unemployed,True,31,2019
147,147,SSD001,True,False,employed,False,12,2019
148,148,SSD001,True,True,employed,True,10,2019
149,149,SSD001,True,True,employed,False,8,2019
150,150,SSD001,True,True,unemployed,True,13,2019
151,151,SSD001,False,False,unemployed,False,11,2019
152,152,SSD001,True,True,employed,False,38,2019
153,153,SSD001,True,True,employed,True,31,2019
154,154,SSD001,True,True,employed,True,11,2019
155,155,SSD001,True,False,unemployed,False,8,2019
156,156,SSD001,False,False,employed,False,35,2019
157,157,SSD001,False,False,employed,False,10,2019
158,158,SSD001,True,True,below_minimum_legal_work_age,False,10,2019
159,159,SSD001,False,False,employed,False,8,2019
160,160,SSD001,True,False,employed,True,32,2019
161,161,SSD001,False,False,unemployed,False,31,2019
162,162,SSD001,True,True,below_minimum_legal_work_age,False,35,2019
163,163,SSD001,False,True,employed,False,8,2019
164,164,SSD001,True,False,employed,False,9,2019
165,165,SSD001,True,True,employed,False,12,2019
166,166,SSD001,False,True,employed,True,37,2019
167,167,SSD001,False,False,employed,True,32,2019
168,168,SSD001,True,False,unemployed,True,8,2019
169,169,SSD001,True,False,unemployed,False,11,2019
170,170,SSD001,False,True,employed,True,30,2019
171,171,SSD001,False,False,unemployed,True,9,2019
172,172,SSD001,True,True,unemployed,False,13,2019
173,173,SSD001,True,True,unemployed,False,13,2019
174,174,SSD001,False,False,employed,False,36,2019
175,175,SSD001,True,True,employed,False,32,2019
176,176,SSD001,False,False,employed,True,10,2019
177,177,SSD001,True,True,unemployed,False,11,2019
178,178,SSD001,False,True,employed,True,34,2019
179,179,SSD001,True,True,employed,False,13,2019
180,180,SSD001,False,False,employed,False,10,2019
181,181,SSD001,True,True,employed,False,34,2019
182,182,SSD001,True,True,employed,True,12,2019
183,183,SSD001,False,False,unemployed,False,10,2019
184,184,SSD001,False,True,employed,True,8,2019
185,185,SSD001,False,True,employed,False,38,2019
186,186,SSD001,False,False,employed,False,34,2019
187,187,SSD001,True,False,employed,False,38,2019
188,188,SSD001,True,False,employed,True,12,2019
189,189,SSD001,True,True,employed,True,39,2019
190,190,SSD001,True,False,employed,True,35,2019
191,191,SSD001,True,False,employed,True,10,2019
192,192,SSD001,False,False,employed,False,8,2019
193,193,SSD001,True,False,employed,False,9,2019
194,194,SSD001,True,True,employed,False,30,2019
195,195,SSD001,True,False,employed,True,10,2019
196,196,SSD001,False,True,employed,False,39,2019
197,197,SSD001,False,False,employed,False,11,2019
198,198,SSD001,False,False,employed,True,35,2019
199,199,SSD001,True,True,below_minimum_legal_work_age,False,32,2019
200,200,SSD001,True,False,employed,True,36,2019
201,201,SSD002,True,True,employed,True,36,2019
202,202,SSD002,True,True,below_minimum_legal_work_age,True,40,2019
203,203,SSD002,False,True,employed,False,8,2019
204,204,SSD002,True,True,employed,False,10,2019
205,205,SSD002,True,True,employed,False,10,2019
206,206,SSD002,True,True,unemployed,True,38,2019
207,207,SSD002,False,True,employed,True,36,2019
208,208,SSD002,False,True,below_minimum_legal_work_age,False,33,2019
209,209,SSD002,True,True,employed,False,13,2019
210,210,SSD002,False,True,unemployed,False,13,2019
211,211,SSD002,False,False,unemployed,False,11,2019
212,212,SSD002,False,False,unemployed,False,35,2019
213,213,SSD002,False,True,unemployed,False,40,2019
214,214,SSD002,True,True,employed,True,8,2019
215,215,SSD002,True,False,employed,False,40,2019
216,216,SSD002,True,True,employed,True,40,2019
217,217,SSD002,True,True,unemployed,True,11,2019
218,218,SSD002,True,True,employed,False,33,2019
219,219,SSD002,False,True,employed,False,9,2019
220,220,SSD002,False,False,unemployed,False,34,2019
221,221,SSD002,False,True,unemployed,True,10,2019
222,222,SSD002,False,False,employed,False,40,2019
223,223,SSD002,False,True,below_minimum_legal_work_age,True,8,2019
224,224,SSD002,True,True,employed,True,13,2019
225,225,SSD002,True,True,unemployed,True,40,2019
226,226,SSD002,False,True,employed,False,10,2019
227,227,SSD002,True,False,employed,False,40,2019
228,228,SSD002,True,True,employed,False,32,2019
229,229,SSD002,True,True,employed,False,33,2019
230,230,SSD002,True,False,employed,False,37,2019
231,231,SSD002,True,True,unemployed,True,31,2019
232,232,SSD002,True,True,employed,True,31,2019
233,233,SSD002,True,True,unemployed,False,8,2019
234,234,SSD002,False,False,employed,False,32,2019
235,235,SSD002,True,True,employed,False,13,2019
236,236,SSD002,True,False,unemployed,False,33,2019
237,237,SSD002,True,False,employed,True,12,2019
238,238,SSD002,False,True,employed,True,8,2019
239,239,SSD002,False,True,employed,True,38,2019
240,240,SSD002,True,True,employed,True,34,2019
241,241,SSD002,False,True,employed,False,13,2019
242,242,SSD002,True,False,employed,False,9,2019
243,243,SSD002,False,True,employed,False,32,2019
244,244,SSD002,False,True,unemployed,False,13,2019
245,245,SSD002,False,True,unemployed,True,38,2019
246,246,SSD002,False,False,unemployed,False,8,2019
247,247,SSD002,True,False,employed,False,9,2019
248,248,SSD002,True,False,unemployed,False,13,2019
249,249,SSD002,False,False,employed,False,40,2019
250,250,SSD002,True,False,employed,True,33,2019
251,251,SSD002,False,False,employed,True,9,2019
252,252,SSD002,False,True,employed,True,13,2019
253,253,SSD002,True,False,unemployed,True,11,2019
254,254,SSD002,True,False,below_minimum_legal_work_age,False,32,2019
255,255,SSD002,True,False,unemployed,False,33,2019
256,256,SSD002,True,True,employed,False,33,2019
257,257,SSD002,True,True,employed,False,13,2019
258,258,SSD002,True,False,employed,True,39,2019
259,259,SSD002,True,False,unemployed,False,8,2019
260,260,SSD002,True,False,employed,True,30,2019
261,261,SSD002,False,True,employed,False,30,2019
262,262,SSD002,False,True,employed,False,8,2019
263,263,SSD002,False,False,employed,True,34,2019
264,264,SSD002,True,True,unemployed,False,12,2019
265,265,SSD002,False,False,unemployed,True,9,2019
266,266,SSD002,False,False,employed,True,13,2019
267,267,SSD002,True,True,employed,False,11,2019
268,268,SSD002,False,False,employed,True,39,2019
269,269,SSD002,False,True,employed,False,13,2019
270,270,SSD002,True,True,employed,True,9,2019
271,271,SSD002,True,True,employed,True,30,2019
272,272,SSD002,True,True,employed,False,31,2019
273,273,SSD002,False,True,employed,False,38,2019
274,274,SSD002,True,False,unemployed,True,13,2019
275,275,SSD002,False,True,employed,False,35,2019
276,276,SSD002,False,False,employed,True,8,2019
277,277,SSD002,True,False,employed,False,12,2019
278,278,SSD002,False,False,employed,False,11,2019
279,279,SSD002,True,True,employed,True,12,2019
280,280,SSD002,False,False,employed,False,13,2019
281,281,SSD002,True,False,employed,False,40,2019
282,282,SSD002,True,True,employed,False,10,2019
283,283,SSD002,True,False,unemployed,False,35,2019
284,284,SSD002,True,True,employed,True,10,2019
285,285,SSD002,False,False,employed,True,11,2019
286,286,SSD002,True,True,employed,False,10,2019
287,287,SSD002,False,True,employed,True,8,2019
288,288,SSD002,False,False,employed,False,34,2019
289,289,SSD002,True,False,employed,False,34,2019
290,290,SSD002,False,True,unemployed,False,10,2019
291,291,SSD002,True,False,employed,False,37,2019
292,292,SSD002,True,False,employed,False,13,2019
293,293,SSD002,True,True,employed,False,10,2019
294,294,SSD002,True,False,employed,False,36,2019
295,295,SSD002,False,False,employed,True,11,2019
296,296,SSD002,False,False,employed,True,40,2019
297,297,SSD002,False,False,employed,True,40,2019
298,298,SSD002,True,False,employed,True,12,2019
299,299,SSD002,True,True,unemployed,False,35,2019
300,300,SSD002,True,True,employed,False,37,2019
301,301,SSD002,True,True,unemployed,True,8,2019
302,302,SSD002,False,False,employed,False,35,2019
303,303,SSD002,True,False,employed,True,11,2019
304,304,SSD002,True,True,unemployed,False,13,2019
305,305,SSD002,False,False,unemployed,False,31,2019
306,306,SSD002,False,False,employed,False,35,2019
307,307,SSD002,True,False,unemployed,True,37,2019
308,308,SSD002,False,True,employed,True,10,2019
309,309,SSD002,True,False,employed,False,40,2019
310,310,SSD002,False,True,unemployed,True,9,2019
311,311,SSD002,False,True,unemployed,False,30,2019
312,312,SSD002,True,True,unemployed,False,30,2019
313,313,SSD002,True,False,unemployed,False,8,2019
314,314,SSD002,False,True,employed,False,35,2019
315,315,SSD002,True,False,employed,True,8,2019
316,316,SSD002,False,True,employed,True,9,2019
317,317,SSD002,False,False,employed,True,10,2019
318,318,SSD002,False,True,employed,False,32,2019
319,319,SSD002,True,False,below_minimum_legal_work_age,True,36,2019
320,320,SSD002,True,True,employed,True,30,2019
321,321,SSD002,False,True,employed,True,30,2019
322,322,SSD002,True,True,employed,False,11,2019
323,323,SSD002,True,True,unemployed,False,13,2019
324,324,SSD002,False,False,unemployed,False,13,2019
325,325,SSD002,False,False,below_minimum_legal_work_age,True,13,2019
326,326,SSD002,True,True,unemployed,False,10,2019
327,327,SSD002,True,False,below_minimum_legal_work_age,True,37,2019
328,328,SSD002,False,True,below_minimum_legal_work_age,False,9,2019
329,329,SSD002,True,True,employed,False,10,2019
330,330,SSD002,False,True,employed,True,13,2019
331,331,SSD002,False,False,employed,True,40,2019
332,332,SSD002,True,False,unemployed,True,11,2019
333,333,SSD002,False,False,employed,False,35,2019
334,334,SSD002,True,False,employed,False,35,2019
335,335,SSD002,True,True,employed,True,13,2019
336,336,SSD002,True,False,employed,True,33,2019
337,337,SSD002,True,True,employed,False,8,2019
338,338,SSD002,True,False,employed,False,9,2019
339,339,SSD002,True,True,employed,False,8,2019
340,340,SSD002,True,True,unemployed,True,39,2019
341,341,SSD002,False,True,unemployed,False,38,2019
342,342,SSD002,True,True,below_minimum_legal_work_age,True,8,2019
343,343,SSD002,False,True,employed,False,37,2019
344,344,SSD002,True,True,unemployed,True,39,2019
345,345,SSD002,True,False,employed,False,12,2019
346,346,SSD002,True,False,unemployed,False,34,2019
347,347,SSD002,False,False,unemployed,True,30,2019
348,348,SSD002,True,False,employed,False,35,2019
349,349,SSD002,False,True,employed,True,10,2019
350,350,SSD002,False,True,employed,True,8,2019
351,351,SSD002,False,False,employed,False,36,2019
352,352,SSD002,True,False,employed,True,32,2019
353,353,SSD002,False,True,employed,False,32,2019
354,354,SSD002,True,False,unemployed,False,9,2019
355,355,SSD002,False,True,employed,False,30,2019
356,356,SSD002,True,True,employed,True,9,2019
357,357,SSD002,False,True,unemployed,False,30,2019
358,358,SSD002,True,False,employed,False,32,2019
359,359,SSD002,True,False,below_minimum_legal_work_age,True,39,2019
360,360,SSD002,True,False,unemployed,False,12,2019
361,361,SSD002,False,True,unemployed,True,11,2019
362,362,SSD002,True,False,unemployed,True,8,2019
363,363,SSD002,True,False,employed,True,8,2019
364,364,SSD002,True,True,unemployed,False,31,2019
365,365,SSD002,False,False,employed,True,33,2019
366,366,SSD002,True,False,employed,False,9,2019
367,367,SSD002,True,True,employed,True,9,2019
368,368,SSD002,True,True,employed,False,11,2019
369,369,SSD002,True,False,unemployed,True,34,2019
370,370,SSD002,False,True,unemployed,True,9,2019
371,371,SSD002,True,True,below_minimum_legal_work_age,False,10,2019
372,372,SSD002,True,True,employed,False,40,2019
373,373,SSD002,False,False,employed,False,30,2019
374,374,SSD002,True,False,employed,False,39,2019
375,375,SSD002,False,False,employed,True,13,2019
376,376,SSD002,True,True,employed,False,32,2019
377,377,SSD002,True,False,employed,False,13,2019
378,378,SSD002,True,True,employed,True,33,2019
379,379,SSD002,True,True,unemployed,False,11,2019
380,380,SSD002,False,True,employed,True,32,2019
381,381,SSD002,True,False,employed,False,37,2019
382,382,SSD002,True,True,unemployed,True,32,2019
383,383,SSD002,True,True,employed,True,13,2019
384,384,SSD002,False,False,unemployed,True,11,2019
385,385,SSD002,False,False,employed,False,8,2019
386,386,SSD002,False,False,employed,True,13,2019
387,387,SSD002,False,False,employed,False,9,2019
388,388,SSD002,True,False,employed,False,33,2019
389,389,SSD002,True,True,employed,False,12,2019
390,390,SSD002,True,True,unemployed,True,12,2019
391,391,SSD002,True,False,employed,True,37,2019
392,392,SSD002,False,True,employed,False,39,2019
393,393,SSD002,True,False,employed,False,12,2019
394,394,SSD002,False,True,employed,True,37,2019
395,395,SSD002,True,True,employed,True,11,2019
396,396,SSD002,False,False,employed,False,13,2019
397,397,SSD002,False,False,unemployed,False,10,2019
398,398,SSD002,True,True,unemployed,False,8,2019
399,399,SSD002,True,False,employed,True,38,2019
400,400,SSD002,True,True,employed,False,9,2019
401,401,SSD003,False,True,employed,True,13,2019
402,402,SSD003,True,False,employed,False,8,2019
403,403,SSD003,True,False,unemployed,False,12,2019
404,404,SSD003,False,False,unemployed,True,38,2019
405,405,SSD003,True,False,unemployed,False,38,2019
406,406,SSD003,True,False,employed,False,12,2019
407,407,SSD003,False,False,employed,False,38,2019
408,408,SSD003,True,True,employed,False,30,2019
409,409,SSD003,True,True,unemployed,False,39,2019
410,410,SSD003,False,True,unemployed,False,8,2019
411,411,SSD003,False,True,unemployed,False,31,2019
412,412,SSD003,True,True,employed,False,12,2019
413,413,SSD003,True,True,unemployed,True,32,2019
414,414,SSD003,True,True,employed,True,13,2019
415,415,SSD003,True,True,employed,False,12,2019
416,416,SSD003,True,False,unemployed,True,9,2019
417,417,SSD003,False,False,below_minimum_legal_work_age,False,33,2019
418,418,SSD003,False,True,unemployed,True,8,2019
419,419,SSD003,True,False,employed,True,35,2019
420,420,SSD003,False,False,unemployed,False,13,2019
421,421,SSD003,False,True,unemployed,True,30,2019
422,422,SSD003,False,True,employed,True,30,2019
423,423,SSD003,True,True,employed,False,34,2019
424,424,SSD003,False,False,unemployed,True,32,2019
425,425,SSD003,True,False,employed,True,10,2019
426,426,SSD003,False,True,employed,False,9,2019
427,427,SSD003,False,False,employed,False,38,2019
428,428,SSD003,False,True,employed,True,39,2019
429,429,SSD003,True,False,employed,True,8,2019
430,430,SSD003,True,True,unemployed,False,11,2019
431,431,SSD003,True,True,employed,True,34,2019
432,432,SSD003,True,True,employed,True,8,2019
433,433,SSD003,True,True,employed,False,40,2019
434,434,SSD003,False,True,employed,True,33,2019
435,435,SSD003,True,True,employed,False,13,2019
436,436,SSD003,True,False,employed,True,13,2019
437,437,SSD003,False,True,unemployed,True,35,2019
438,438,SSD003,True,False,employed,False,40,2019
439,439,SSD003,True,True,employed,True,36,2019
440,440,SSD003,True,False,below_minimum_legal_work_age,True,31,2019
441,441,SSD003,False,True,employed,False,12,2019
442,442,SSD003,True,False,employed,True,9,2019
443,443,SSD003,True,True,employed,True,11,2019
444,444,SSD003,True,True,employed,True,10,2019
445,445,SSD003,False,True,employed,False,35,2019
446,446,SSD003,True,False,below_minimum_legal_work_age,False,30,2019
447,447,SSD003,True,False,employed,True,37,2019
448,448,SSD003,False,True,employed,True,12,2019
449,449,SSD003,True,True,employed,False,35,2019
450,450,SSD003,False,False,employed,True,12,2019
451,451,SSD003,True,False,employed,True,9,2019
452,452,SSD003,False,True,unemployed,True,33,2019
453,453,SSD003,True,False,employed,False,40,2019
454,454,SSD003,True,False,unemployed,False,9,2019
455,455,SSD003,False,True,employed,False,33,2019
456,456,SSD003,True,False,employed,False,11,2019
457,457,SSD003,True,True,employed,False,10,2019
458,458,SSD003,False,False,employed,True,10,2019
459,459,SSD003,False,False,employed,False,31,2019
460,460,SSD003,False,True,unemployed,True,8,2019
461,461,SSD003,False,False,employed,True,35,2019
462,462,SSD003,False,False,employed,False,32,2019
463,463,SSD003,False,True,unemployed,True,12,2019
464,464,SSD003,True,False,unemployed,True,35,2019
465,465,SSD003,False,True,employed,False,39,2019
466,466,SSD003,True,False,employed,False,39,2019
467,467,SSD003,True,False,employed,False,32,2019
468,468,SSD003,True,True,unemployed,False,32,2019
469,469,SSD003,True,False,employed,False,9,2019
470,470,SSD003,False,False,employed,False,13,2019
471,471,SSD003,True,True,employed,True,10,2019
472,472,SSD003,False,False,unemployed,True,32,2019
473,473,SSD003,True,True,unemployed,False,8,2019
474,474,SSD003,True,False,unemployed,False,10,2019
475,475,SSD003,False,True,employed,True,31,2019
476,476,SSD003,True,False,unemployed,False,10,2019
477,477,SSD003,True,True,employed,False,34,2019
478,478,SSD003,True,False,employed,False,38,2019
479,479,SSD003,False,True,unemployed,False,12,2019
480,480,SSD003,False,False,employed,False,9,2019
481,481,SSD003,False,True,employed,False,13,2019
482,482,SSD003,False,False,employed,True,36,2019
483,483,SSD003,True,True,employed,False,30,2019
484,484,SSD003,True,True,unemployed,True,11,2019
485,485,SSD003,False,True,employed,True,34,2019
486,486,SSD003,True,True,employed,True,13,2019
487,487,SSD003,True,False,employed,False,8,2019
488,488,SSD003,False,True,below_minimum_legal_work_age,False,9,2019
489,489,SSD003,True,True,employed,True,10,2019
490,490,SSD003,True,False,employed,True,8,2019
491,491,SSD003,False,True,employed,True,35,2019
492,492,SSD003,True,True,employed,True,36,2019
493,493,SSD003,False,False,employed,False,10,2019
494,494,SSD003,False,True,unemployed,False,13,2019
495,495,SSD003,False,False,employed,False,33,2019
496,496,SSD003,False,False,unemployed,False,9,2019
497,497,SSD003,True,True,employed,True,13,2019
498,498,SSD003,True,False,employed,False,9,2019
499,499,SSD003,True,True,employed,True,9,2019
500,500,SSD003,False,False,unemployed,False,8,2019
501,501,SSD003,False,False,employed,False,11,2019
502,502,SSD003,False,False,below_minimum_legal_work_age,False,11,2019
503,503,SSD003,True,False,employed,True,36,2019
504,504,SSD003,False,True,employed,True,9,2019
505,505,SSD003,False,True,unemployed,True,8,2019
506,506,SSD003,True,True,employed,False,34,2019
507,507,SSD003,False,True,unemployed,False,36,2019
508,508,SSD003,False,True,unemployed,False,33,2019
509,509,SSD003,False,True,employed,False,40,2019
510,510,SSD003,False,True,employed,False,8,2019
511,511,SSD003,False,False,employed,False,38,2019
512,512,SSD003,False,True,employed,False,31,2019
513,513,SSD003,False,False,unemployed,True,8,2019
514,514,SSD003,True,False,unemployed,False,40,2019
515,515,SSD003,False,True,employed,False,10,2019
516,516,SSD003,True,False,unemployed,False,32,2019
517,517,SSD003,True,False,employed,True,36,2019
518,518,SSD003,True,True,below_minimum_legal_work_age,True,33,2019
519,519,SSD003,True,True,unemployed,True,30,2019
520,520,SSD003,False,True,employed,False,31,2019
521,521,SSD003,True,False,below_minimum_legal_work_age,False,12,2019
522,522,SSD003,True,False,employed,True,39,2019
523,523,SSD003,True,False,employed,False,36,2019
524,524,SSD003,True,True,employed,False,34,2019
525,525,SSD003,False,False,employed,False,11,2019
526,526,SSD003,False,True,employed,True,11,2019
527,527,SSD003,False,True,employed,True,11,2019
528,528,SSD003,False,False,employed,False,10,2019
529,529,SSD003,True,True,employed,False,31,2019
530,530,SSD003,False,True,below_minimum_legal_work_age,True,8,2019
531,531,SSD003,True,True,unemployed,False,10,2019
532,532,SSD003,False,True,employed,True,8,2019
533,533,SSD003,True,True,employed,False,9,2019
534,534,SSD003,True,True,unemployed,False,34,2019
535,535,SSD003,True,False,employed,False,12,2019
536,536,SSD003,False,False,unemployed,False,33,2019
537,537,SSD003,True,True,unemployed,True,33,2019
538,538,SSD003,False,True,below_minimum_legal_work_age,False,11,2019
539,539,SSD003,False,True,employed,True,34,2019
540,540,SSD003,False,True,unemployed,True,33,2019
541,541,SSD003,False,False,employed,True,12,2019
542,542,SSD003,False,True,unemployed,False,11,2019
543,543,SSD003,False,False,employed,True,12,2019
544,544,SSD003,True,True,employed,False,13,2019
545,545,SSD003,True,True,employed,False,13,2019
546,546,SSD003,False,False,unemployed,False,13,2019
547,547,SSD003,True,True,unemployed,False,11,2019
548,548,SSD003,True,True,employed,False,12,2019
549,549,SSD003,True,True,employed,True,34,2019
550,550,SSD003,True,False,unemployed,False,8,2019
551,551,SSD003,False,False,employed,False,38,2019
552,552,SSD003,True,False,employed,False,31,2019
553,553,SSD003,True,True,unemployed,False,9,2019
554,554,SSD003,False,True,unemployed,False,8,2019
555,555,SSD003,False,True,employed,True,36,2019
556,556,SSD003,True,True,employed,True,11,2019
557,557,SSD003,True,True,employed,False,40,2019
558,558,SSD003,False,True,employed,True,40,2019
559,559,SSD003,True,False,unemployed,True,39,2019
560,560,SSD003,False,True,unemployed,True,11,2019
561,561,SSD003,False,False,employed,False,9,2019
562,562,SSD003,True,True,employed,False,11,2019
563,563,SSD003,True,False,unemployed,True,12,2019
564,564,SSD003,True,False,unemployed,True,35,2019
565,565,SSD003,False,True,employed,False,38,2019
566,566,SSD003,False,True,unemployed,False,12,2019
567,567,SSD003,False,False,employed,True,11,2019
568,568,SSD003,True,False,employed,False,9,2019
569,569,SSD003,False,False,employed,True,36,2019
570,570,SSD003,False,True,employed,False,37,2019
571,571,SSD003,False,False,employed,False,32,2019
572,572,SSD003,False,False,unemployed,False,34,2019
573,573,SSD003,True,False,employed,False,10,2019
574,574,SSD003,False,True,unemployed,False,38,2019
575,575,SSD003,True,False,employed,False,31,2019
